func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario
FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;42;1377,32
FEMININO;34;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;1394,21
FEMININO;38;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;1000 OU MAIS;Serviços;10;3255,48
FEMININO;36;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 100 A 249;Comércio;42;2074,09
MASCULINO;48;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;40;1409,19
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Comércio;36;328,8
MASCULINO;36;PRETA-PARDA;SUPERIOR_INCOMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;1529,43
FEMININO;40;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 5 A 9;Serviços;36;1556,97
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Comércio;24;1060
MASCULINO;37;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Construçao civil;44;6903,5
MASCULINO;28;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 50 A 99;Indústria;44;1449,54
MASCULINO;21;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;1000 OU MAIS;Serviços;35;1126,23
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 50 A 99;Comércio;0;429,39
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1448,97
MASCULINO;23;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1066
MASCULINO;27;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 5 A 9;Serviços;44;2401,02
FEMININO;32;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1603,03
MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Indústria;44;3080,1
MASCULINO;26;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1079,55
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1514,41
MASCULINO;34;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;1495,98
MASCULINO;19;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;720,24
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Indústria;44;1020,81
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Comércio;44;1536,68
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1156,26
FEMININO;37;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1050,08
MASCULINO;40;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Comércio;44;11603,08
FEMININO;44;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Agricultura;44;2175,98
MASCULINO;45;SEM INFO;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 500 A 999;Indústria;44;1209,12
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;24;747,2
MASCULINO;20;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 10 A 19;Construçao civil;44;1016,76
MASCULINO;26;PRETA-PARDA;SUPERIOR_INCOMPLETO;PB;NAO;DE 50 A 99;Serviços;44;1058,57
MASCULINO;24;SEM INFO;MEDIO COMPLETO;CE;NAO;ATE 4;Comércio;44;1558,04
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Indústria;44;1550,73
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Serviços;36;1412,17
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1582,68
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;1000 OU MAIS;Serviços;36;1032,35
MASCULINO;33;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Administraçao pública;13;6481,13
FEMININO;45;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1260,52
MASCULINO;34;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1596,92
MASCULINO;40;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Serviços;44;1264,85
FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Serviços;36;1010,87
MASCULINO;62;SEM INFO;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 100 A 249;Serviços;40;8059,21
MASCULINO;41;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Indústria;44;1673,84
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;ATE 4;Serviços;22;924,04
FEMININO;40;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Indústria;44;1999,98
FEMININO;23;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1203,96
MASCULINO;24;AMARELA-BRANCA;SUPERIOR_COMPLETO;SE;NAO;DE 500 A 999;Construçao civil;44;3351,73
MASCULINO;55;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PB;NAO;DE 50 A 99;Indústria;40;5317,76
FEMININO;34;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1122,64
FEMININO;55;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 5 A 9;Comércio;44;1627,72
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1645,84
FEMININO;72;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 10 A 19;Indústria;44;1578,8
MASCULINO;44;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 100 A 249;Construçao civil;44;907,8
MASCULINO;72;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;SIM;DE 100 A 249;Indústria;36;4014,41
FEMININO;39;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Indústria;44;1012,24
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1528,81
FEMININO;30;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Serviços;44;1594,21
MASCULINO;19;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1004,83
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Indústria;44;1241,37
FEMININO;55;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;3430,86
MASCULINO;48;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;36;1940,4
FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;DE 20 A 49;Serviços;22;1372
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;1024,13
FEMININO;31;PRETA-PARDA;SUPERIOR_COMPLETO;BA;SIM;DE 10 A 19;Comércio;40;1019,05
MASCULINO;29;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1400,03
FEMININO;37;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Indústria;44;982,6
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Comércio;44;1364,96
MASCULINO;43;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PI;NAO;DE 100 A 249;Agricultura;44;1941
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;ATE 4;Serviços;44;998
MASCULINO;49;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1272,52
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;887,86
MASCULINO;24;SEM INFO;MEDIO COMPLETO;PI;NAO;ATE 4;Indústria;44;1209,94
MASCULINO;30;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;1357
FEMININO;45;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;4105,88
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Serviços;39;1240,92
MASCULINO;70;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;40;1999,99
FEMININO;50;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 500 A 999;Serviços;44;1300
MASCULINO;34;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1323,96
MASCULINO;35;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Construçao civil;44;2800
FEMININO;51;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1628,22
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Comércio;44;1255,75
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1907,15
FEMININO;28;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1399,7
MASCULINO;36;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 250 A 499;Serviços;44;3363,54
FEMININO;37;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;1000 OU MAIS;Serviços;44;1504,51
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;2107,12
MASCULINO;32;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;2669,13
FEMININO;26;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1863,29
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;36;1987,73
FEMININO;22;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1050
FEMININO;42;SEM INFO;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;36;1741,07
MASCULINO;20;AMARELA-BRANCA;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Serviços;43;1533,74
MASCULINO;54;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;0;2074,6
FEMININO;29;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;9;5020,86
MASCULINO;37;PRETA-PARDA;SUPERIOR_INCOMPLETO;PB;NAO;DE 10 A 19;Comércio;44;3135,95
FEMININO;30;SEM INFO;SUPERIOR_COMPLETO;CE;NAO;ATE 4;Serviços;9;587,82
FEMININO;38;AMARELA-BRANCA;SUPERIOR_COMPLETO;SE;NAO;DE 500 A 999;Indústria;44;10375,52
MASCULINO;24;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1060
FEMININO;44;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1174,36
MASCULINO;51;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;539,77
MASCULINO;20;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;36;2075,78
FEMININO;25;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 250 A 499;Serviços;44;2129,16
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;ATE 4;Comércio;44;1305,1
FEMININO;26;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;DE 20 A 49;Serviços;25;875,44
MASCULINO;37;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;1000 OU MAIS;Serviços;36;1835,94
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1065,99
MASCULINO;33;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 500 A 999;Serviços;30;748,53
FEMININO;36;SEM INFO;MEDIO COMPLETO;MA;NAO;ATE 4;Serviços;44;998
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 500 A 999;Construçao civil;44;1333,96
MASCULINO;26;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Comércio;44;1291,79
FEMININO;33;AMARELA-BRANCA;MEDIO COMPLETO;AL;NAO;ATE 4;Serviços;44;1007,65
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 10 A 19;Comércio;44;1933,1
FEMININO;37;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1765,46
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1541,92
FEMININO;37;SEM INFO;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;816,42
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1017,6
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1408,62
MASCULINO;31;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;1255,22
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1066
MASCULINO;28;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 250 A 499;Serviços;44;4102,77
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;39;1851,48
FEMININO;41;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 50 A 99;Comércio;44;1800,19
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;28;658,84
FEMININO;47;SEM INFO;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Serviços;44;1463,73
MASCULINO;32;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;1256,25
FEMININO;39;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Serviços;44;1762,54
MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;SE;NAO;DE 100 A 249;Serviços;44;1054,9
MASCULINO;38;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 50 A 99;Indústria;0;7500
MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Comércio;44;1129,87
FEMININO;36;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;ATE 4;Serviços;44;1984,82
MASCULINO;35;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;AL;NAO;1000 OU MAIS;Indústria;44;1798,49
FEMININO;20;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;RN;NAO;1000 OU MAIS;Serviços;36;1218,42
MASCULINO;21;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 50 A 99;Comércio;44;1675,47
MASCULINO;32;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1038,8
MASCULINO;46;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;4;448,56
MASCULINO;43;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PB;NAO;DE 20 A 49;Agricultura;44;1642,76
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Indústria;44;3598,52
MASCULINO;62;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 50 A 99;Comércio;44;2879,84
MASCULINO;21;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Indústria;44;1549,06
FEMININO;38;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;7904,92
FEMININO;41;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1756,3
MASCULINO;52;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 50 A 99;Indústria;44;1185,88
MASCULINO;21;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1097,73
FEMININO;56;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;3632,81
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;ATE 4;Serviços;44;1047,7
FEMININO;37;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Serviços;44;972,26
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;ATE 4;Serviços;44;1671,77
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1958,56
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 500 A 999;Construçao civil;44;1401,41
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 100 A 249;Indústria;44;3809,38
MASCULINO;18;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1495,84
FEMININO;24;SEM INFO;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;2503,63
FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 10 A 19;Serviços;44;1155
MASCULINO;54;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;2228,53
MASCULINO;20;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;1000 OU MAIS;Indústria;42;1065,21
MASCULINO;24;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 250 A 499;Indústria;44;754,04
FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1120
MASCULINO;29;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 100 A 249;Construçao civil;44;761,99
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 10 A 19;Comércio;44;2032,99
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;1411,86
FEMININO;42;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 20 A 49;Serviços;44;4013,35
MASCULINO;32;AMARELA-BRANCA;SUPERIOR_COMPLETO;SE;NAO;DE 10 A 19;Serviços;44;1510
MASCULINO;31;SEM INFO;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 500 A 999;Agricultura;44;790,3
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Construçao civil;44;3066,97
MASCULINO;48;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;ATE 4;Comércio;44;1535,92
MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 50 A 99;Comércio;44;1749,47
FEMININO;36;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 5 A 9;Serviços;40;9825,97
MASCULINO;20;SEM INFO;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 50 A 99;Construçao civil;44;2163,06
FEMININO;44;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1260
FEMININO;26;SEM INFO;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Indústria;44;7988,02
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 5 A 9;Comércio;44;1750,49
MASCULINO;21;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1927,47
MASCULINO;34;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;SE;NAO;DE 50 A 99;Serviços;44;2823,26
MASCULINO;43;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 250 A 499;Construçao civil;44;1542,15
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;36;1099,07
MASCULINO;37;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;DE 50 A 99;Serviços;14;2559,33
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1558,23
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 100 A 249;Serviços;44;964,73
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 20 A 49;Construçao civil;44;1498,32
MASCULINO;56;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Serviços;44;6931,55
MASCULINO;34;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Indústria;44;6225,27
FEMININO;40;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Serviços;44;547,31
MASCULINO;26;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1348,13
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1018
FEMININO;41;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;38;1601,38
FEMININO;67;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1544,73
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Indústria;44;1269,16
FEMININO;30;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PE;NAO;DE 250 A 499;Construçao civil;44;4313,15
FEMININO;25;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 20 A 49;Serviços;44;2440,23
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1661,41
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 5 A 9;Indústria;44;1050
FEMININO;34;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 5 A 9;Comércio;44;1163,63
MASCULINO;32;PRETA-PARDA;SUPERIOR_COMPLETO;PI;NAO;DE 50 A 99;Serviços;2;997,62
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Indústria;44;1875,8
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;1529,19
MASCULINO;45;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Construçao civil;44;2034,16
MASCULINO;29;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Construçao civil;44;1659,35
MASCULINO;53;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;3861,84
MASCULINO;29;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1505,62
FEMININO;35;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 100 A 249;Serviços;44;2499,99
FEMININO;31;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1463,39
FEMININO;42;PRETA-PARDA;SUPERIOR_INCOMPLETO;PI;NAO;DE 10 A 19;Comércio;44;1144,38
MASCULINO;35;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;SE;NAO;DE 50 A 99;Comércio;0;2628,22
MASCULINO;49;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;DE 100 A 249;Serviços;44;2693,3
MASCULINO;37;PRETA-PARDA;SUPERIOR_COMPLETO;AL;SIM;DE 500 A 999;Serviços;44;1259,36
MASCULINO;55;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;1000 OU MAIS;Indústria;44;1213,47
FEMININO;52;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Indústria;44;1600
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;814,4
MASCULINO;29;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1614,83
MASCULINO;22;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Construçao civil;40;1045,47
MASCULINO;21;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 5 A 9;Agricultura;44;2067,27
FEMININO;23;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;ATE 4;Comércio;44;1039,99
FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;991,8
MASCULINO;25;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Construçao civil;44;2206,74
MASCULINO;23;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;1;1254,01
FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Indústria;44;1716,18
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;BA;SIM;DE 50 A 99;Serviços;44;1292,88
MASCULINO;34;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1098,99
MASCULINO;39;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Agricultura;44;1615,38
MASCULINO;32;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 250 A 499;Serviços;44;864,1
MASCULINO;38;SEM INFO;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 500 A 999;Agricultura;44;1129,86
MASCULINO;34;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 5 A 9;Agricultura;44;665,33
FEMININO;38;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 250 A 499;Serviços;24;14525,55
FEMININO;33;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;1395,65
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;1346,29
MASCULINO;38;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 20 A 49;Serviços;44;1019
